AppID;Name;Release_Date;Primary_Genre;All_Tags;Price_USD;Review_Score_Pct_SteamDB;Total_Reviews;Positive_Reviews;Steam_Deck_Status;Estimated_Owners;24h_Peak_Players;Is_DLC?
440;Team Fortress 2;10/10/2007;Action;"Free to Play;Hero Shooter;Multiplayer;FPS;Shooter;Action;Class-Based;Team-Based;Funny;First-Person;Online Co-op;Competitive;Cartoony;Trading;Co-op;Comedy;Robots;Tactical;Cartoon;Crafting";0;90,32;1230941;1119137;Playable;36928230;57235;No
1203620;Enshrouded;24/1/2024;Action;"Open World;Survival;Base Building;Multiplayer;Online Co-Op;Crafting;RPG;Adventure;Exploration;Building;Action RPG;Fantasy;Singleplayer;Sandbox;Character Customization;Early Access;PvE;Action;3D;Indie";29,99;84,87;101291;87101;Unsupported;3038730;20713;No
3513350;Wuthering Waves;28/4/2025;Action;"Open World;Anime;Free to Play;Action;Adventure;RPG;Story Rich;Combat;Exploration;3D;Souls-like;Third Person;Singleplayer;Post-apocalyptic;Co-op;Multiplayer;Great Soundtrack;Hack and Slash;Gambling;Hentai";0;87,57;45603;40641;Playable;1368090;20298;No
270880;American Truck Simulator;2/2/2016;Indie;"Automobile Sim;Driving;Open World;Simulation;Transportation;America;Realistic;Moddable;Relaxing;Exploration;Economy;Management;Atmospheric;Immersive Sim;Multiplayer;Singleplayer;Adventure;Casual;Famili Friendly;Level Editor";19,99;95,63;193360;187230;Verified;5800800;13818;No
3527290;PEAK;16/6/2025;Action;"Multiplayer;Online Co-Op;Co-op;Physics;Adventure;Exploration;First-Person;Comedy;3D;Procedural Generation;Atmospheric;Action Rougelike;Action;Time Management;Character Customization;Horror;Platformer;Mystery;Investigation;Survival Horror";7,99;93,78;320756;303968;Verified;9622680;20603;No
2893570;DRAGON QUEST I & II HD-2D Remake;30/10/2025;RPG;"RPG;2.5D;Pixel Graphics;1980s;Atmospheric;Fantasy;Emotional;Lore-Rich;Magic;Turn-Based Combat;Combat;Singleplayer;Colorful;Cute;Nostalgia;Old School;Party-Based RPG;JRPG;Remake;Turn-Based";59,99;81,49;1844;1570;Playable;55320;347;No
960090;Bloons TD 6;17/12/2018;Strategy;"Tower Defense;Strategy;Multiplayer;Singleplayer;Online Co-Op;Co-op;Family Friendly;Casual;3D;Cartoony;Sandbox;2D;Great Soundtrack;Difficult;Touch-Friendly;Cute;Funny;Addictive;Survival;Action";13,99;96,23;386474;375694;Playable;11594220;12161;No
2483190;Forza Horizon 6;18/5/2026;Racing;"Racing;Open World;Driving;Multiplayer;Automobile Sim;Simulation;Exploration;Sports;Realistic;Arcade;Atmospheric;Singleplayer;VR;First-Person;Online Co-op;Co-op;PvP;Sandbox;Funny;RPG";69,99;72,8;15500;11488;Verified;465000;178009;No
1962663;Call of Duty®: Warzone™;16/11/2022;Action;"Free to Play;FPS;Battle Royale;Multiplayer;Shooter;Action;Singleplayer;Violent;First-Person;Military;Gore;Online Co-op;Pvp;Survival;Co-op;Open World;Realistic;Adventure;Third Person;Atmospheric";0;31,57;49939;15395;Unknown;1498170;33;Yes
1174180;Red Dead Redemption 2;5/12/2019;Action;"Open World;Story Rich;Western;Multiplayer;Adventure;Action;Realistic;Singleplayer;Shooter;Horses;Beautiful;Atmospheric;Mature;Third-Person Shooter;Great Soundtrack;Third Person;Gore;Sandbox;First-Person;FPS";59,99;91,65;876131;809006;Playable;26283930;45012;No
1361210;Warhammer 40,000: Darktide;30/11/2022;Action;"Horror;Team-Based;Combat;Co-op;Warhammer 40K;FPS;PvE;Class-Based;Hack and Slash;Shooter;Zombies;First-Person;Character Customization;Dark;Action-Adventure;Action;Narration;Dark Fantasy;Realistic;Atmospheric";39,99;70,38;132021;93708;Playable;3960630;5392;No
284160;BeamNG.drive;29/5/2015;Racing;"Simulation;Driving;Physics;Realistic;Destruction;Automobile Sim;Sandbox;Open World;Racing;Multiplayer;Moddable;Singleplayer;Early Access;First-Person;VR;Third Person;Funny;Action;Adventure;Exploration";24,99;96,46;393514;383431;Playable;11805420;32113;No
1623730;Palworld;18/1/2024;Action;"Open World;Survival;Creature Collector;Multiplayer;Open World Survival Craft;Online Co-Op;Crafting;PvP;Co-op;Indie;Adventure;Base Building;Sandbox;Building;Automation;Third-Person Shooter;RPG;Action;Exploration;Early Access";29,99;93,35;420904;396706;Verified;12627120;24831;No
2827200;MIMESIS;27/10/2025;Action;"Early Access;Online Co-Op;Horror;Funny;Psychological Horror;Survival Horror;PvE;Action;Exploration;First-Person;Action-Adventure;Casual;Procedural Generation;Time Management;Sci-fi;Supernatural;Atmospheric;Dungeon Crawler;Indie;PvP;Adventure";9,99;82,57;9289;7876;Verified;278670;1001;No
2183900;Warhammer 40,000: Space Marine 2;9/9/2024;Action;"Warhammer 40K;Action;Co-op;Third-Person Shooter;Multiplayer;PvE;Adventure;Action-Adventure;Third Person;Sci-fi;Wargame;Singleplayer;3D;War;Space;Fantasy;Narration;Cinematic;Futuristic;Realistic";59,99;82,81;209179;174979;Playable;6275370;11719;No
2073850;THE FINALS;7/12/2023;Action;"Destruction;Free to Play;FPS;Multiplayer;Shooter;PvP;Team-Based;Competitive;Action;First-Person;Arena Shooter;Tactical;Character Customization;Online Co-op;Combat;Co-op;Class-Based;Atmospheric;Realistic;Battle Royale";0;77,65;267310;209328;Playable;8019300;18856;No
883710;Resident Evil 2;24/1/2019;Action;"Zombies;Survival Horror;Horror;Singleplayer;Remake;Third Person;Gore;Action;Puzzle;Atmospheric;Story Rich;Multiplayer;Violent;Survival;Classic;Female Protagonist;dark;Shooter;Adventure;Difficult";39,99;95,87;210486;204258;Verified;6314580;4525;No
4045750;Out of the Park Baseball 27;13/3/2026;Indie;"Simulation;Sports;Strategy;Sandbox;Baseball;Trading Card Game;2D;3D;Management;America;Historical;Indie;PvP;Choices Matter;Resource Management;Trading;Multiplayer;Singleplayer;Competitive;Family Friendly";49,99;74,72;288;231;Playable;8640;1110;No
266410;iRacing;12/1/2015;Massively Multiplayer;"Racing;Automobile Sim;Simulation;VR;Driving;Sports;Multiplayer;Realistic;Massively Multiplayer;Singleplayer;Controller;eSports;First-Person;Action;Split Screen";9,99;83,2;6926;5935;Unknown;207780;952;No
294100;RimWorld;17/10/2018;Indie;"Colony Sim;Base Building;Survival;Strategy;Management;Sandbox;Singleplayer;Moddable;Simulation;Sci-fi;Story Rich;Replay Value;Open World;Procedural Generation;2D;Indie;City Builder;Tactical RPG;Building;Atmospheric";34,99;96,74;239250;234198;Verified;7177500;37870;No
2186680;Warhammer 40,000: Rogue Trader;7/12/2023;Action;"RPG;Character Customization;CRPG;Choices Matter;Turn-Based Strategy;Turn-Based Combat;Strategy;Adventure;Warhammer 40K;Atmospheric;Tactical RPG;Fantasy;Co-op;Dark Fantasy;Action;Multiplayer;Story Rich;Sci-fi;Singleplayer;Space";49,99;86,3;43617;38304;Verified;1308510;4714;No
3014320;OCTOPATH TRAVELER 0;4/12/2025;RPG;"RPG;JRPG;Party-Based RPG;Singleplayer;2.5D;Pixel Graphics;Turn-Based;Character Customization;Anime;Strategy;Controller;Violent;Fantasy;Dark;Medieval;Drama;Building;Story Rich;Emotional;Top-Down";49,99;75,73;3354;2622;Verified;100620;664;No
2958130;Jurassic World Evolution 3;21/10/2025;Simulation;"Simulation;Dinosaurs;Strategy;Sandbox;City Builder;Sequel;Action;Management;Resource Management;Economy;Atmospheric;Sci-fi;Survival;Base Building;Singleplayer;Building;Open World;Multiplayer;Violent;Artificial Intelligence";59,99;90,22;10368;9629;Playable;311040;1600;No
2246340;Monster Hunter Wilds;27/2/2025;Action;"Hunting;Action;Multiplayer;Online Co-Op;Co-op;Character Customization;Dragons;Open World;Dating Sim;Third Person;Action RPG;Adventure;Fantasy;RPG;Cute;Singleplayer;Atmospheric;Great Soundtrack;Underwater;Souls-like";69,99;48,4;318458;154010;Unsupported;9553740;18332;No
2397300;Half Sword;30/1/2026;Action;"Early Access;Physics;Gore;Combat;Medieval;Blood;Swordplay;Realistic;Historical;Simulation;Fighting;Action;Sandbox;Singleplayer;Third Person;Immersive;Hack and Slash;3D Fighter;First-Person;3D;Adventure";24,99;66,74;23693;16013;Playable;710790;1120;No
1562430;DREDGE;30/3/2023;Adventure;"Exploration;Fishing;Lovecraftian;Open World;Adventure;Inventory Management;Mystery;Atmospheric;Psychological Horror;Singleplayer;Horror;RPG;Simulation;Stylized;Survival Horror;Indie;Story Rich;Sailing;Psychological;3D";24,99;94,1;54055;51799;Verified;1621650;850;No
311210;Call of Duty®: Black Ops III;5/11/2015;Action;"Multiplayer;Zombies;FPS;Shooter;Action;First-Person;Singleplayer;Co-op;Futuristic;Illuminati;Hero Shooter;Robots;Sci-fi;Gore;Great Soundtrack;Story Rich;Atmospheric;Parkour;Quick-Time Events;Split Screen";59,99;84,09;228505;194092;Playable;6855150;10173;No
2963800;DrainSim;3/3/2026;Casual;"Early Access;Simulation;Casual;Relaxing;First-Person;Sandbox;Physics;3D;Underwater;Realistic;Immersive Sim;Linear;Nature;Singleplayer;Atmospheric;America;Funny;Colorful;Cozy;Story Rich;Wholesome";14,99;87,85;1625;1502;Playable;48750;289;No
1693980;Dead Space;27/1/2023;Action;"Horror;Third-Person Shooter;Survival Horror;Sci-fi;Space;Psychological Horror;Singleplayer;Shooter;Action-Adventure;Atmospheric;Third Person;Action;Aliens;Remake;Survival;Dark;Violent;Adventure;Combat;Blood";59,99;89,21;65075;58996;Playable;1952250;851;No
489830;The Elder Scrolls V: Skyrim Special Edition;27/10/2016;RPG;"Open World;RPG;Adventure;Fantasy;Singleplayer;Character Customization;Moddable;Dragons;Story Rich;Magic;First-Person;Action;Atmospheric;Great Soundtrack;Third Person;Stealth;Classic;Remake;Female Protagonist;Walking Simulator";39,99;91,45;365778;337786;Unsupported;10973340;31045;No
1172620;Sea of Thieves: 2026 Edition;3/6/2020;Action;"Multiplayer;Open World;Adventure;Pirates;Co-op;Online Co-Op;PvP;Sailing;Action;First-Person;Exploration;Naval;PvE;Funny;Massively Multiplayer;FPS;Atmospheric;Singleplayer;Great Soundtrack;Swordplay";39,99;87,94;368972;327481;Verified;11069160;8028;No
1085660;Destiny 2;1/10/2019;Action;"Free to Play;Open World;Multiplayer;Looter Shooter;MMORPG;FPS;Co-op;PvE;PvP;Shooter;Loot;Massively Multiplayer;First-Person;Sci-fi;Action;Adventure;Space;Lore-Rich;Atmospheric;Competitive";0;76,76;646345;499258;Unsupported;19390350;13146;No
2139460;Once Human;9/7/2024;Action;"Free to Play;Survival;Multiplayer;Open World Survival Craft;Co-op;Open World;Base Building;Adventure;Post-apocalyptic;Horror;Massively Multiplayer;Third Person;Online Co-op;Shooter;PvP;Singleplayer;RPG;Action-Adventure;Simulation;MMORPG";0;77;172407;134015;Unsupported;5172210;17341;No
2073620;Arena Breakout: Infinite;15/9/2025;Action;"Free to Play;Extraction Shooter;Multiplayer;FPS;Realistic;Gun Customizacion;Shooter;First-Person;Tactical;Heist;Resource Management;Survival;MOBA;Tactical RPG;Action;War;Sniper;3D;Noir;Adventure";0;72,95;55130;40709;Unsupported;1653900;28010;No
2479810;Gray Zone Warfare;30/4/2024;Action;"FPS;Tactical;Realistic;Extraction Shooter;Simulation;Open World;Military;Shooter;Action;PvE;Competitive;Gun Customization;Multiplayer;PvP;Modern;Online Co-op;Survival;War;Massively Multiplayer;Early Access";39,99;71,26;74781;53850;Unsupported;2243430;10595;No
1771300;Kingdom Come: Deliverance II;4/2/2025;Action;"RPG;Medieval;Open World;Singleplayer;Story Rich;First-Person;Realistic;Adventure;Action;Historical;Combat;Swordplay;Political;Immersive;Choices Matter;Atmospheric;Alternate History;LGBTQ+;3D";59,99;92,92;182086;171280;Playable;5462580;23132;No
2537590;Microsoft Flight Simulator 2024;19/11/2024;Simulation;"Simulation;Flight;Realistic;VR;Multiplayer;Hobby Sim;Singleplayer;Atmospheric;Sandbox;Exploration;Family Friendly;Open World;Nature;Relaxing;Nonlinear;Immersive Sim;Physics;Character Customization;Colorful;Psychological Horror";69,99;56,43;19907;11302;Unsupported;597210;6658;No
1113560;NieR Replicant™ ver.1.22474487139...;23/4/2021;Action;"Great Soundtrack;Story Rich;Action;RPG;JRPG;Adventure;Hack and Slash;Singleplayer;Post-apocalyptic;Atmospheric;Anime;Dark Fantasy;Cult Classic;Bullet Hell;Nudity;Action RPG;Violent;Magic;Character Action Game;Dark Humor";59,99;86,49;27761;24499;Playable;832830;377;No
1172710;Dune: Awakening;10/6/2025;Action;"Open World Survival Craft;Survival;Multiplayer;Open World;Adventure;PvP;RPG;Base Building;Exploration;PvE;Sci-fi;Building;Character Customization;Sandbox;Online Co-op;Action;Third Person;Crafting;Massively Multiplayer;Lore-Rich";49,99;69,61;75748;53254;Verified;2272440;10801;No
4025700;Heartopia;16/1/2026;Casual;"Free to Play;Multiplayer;Artificial Intelligence;Cute;Casual;Life Sim;Relaxing;Character Customization;City Builder;Simulation;Immersive Sim;Cartoony;3D Platformer;Cozy;Third Person;Nature;Funny;Realistic;Singleplayer;Atmospheric";0;65,1;13758;9082;Playable;412740;22064;No
1326470;Sons Of The Forest;22/2/2024;Action;"Survival;Open World;Multiplayer;Co-op;Survival Horror;Base Building;Horror;Crafting;Building;First-Person;Exploration;Adventure;Singleplayer;Atmospheric;Sandbox;Action-Adventure;Action;Simulation;Immersive Sim;VR";29,99;87,46;304446;268887;Unsupported;9133380;10309;No
2592160;Dispatch;22/10/2025;Action;"Choices Matter;Story Rich;Sexual Content;Nudity;Superhero;Singleplayer;Romance;Comedy;Choose Your Own Adventure;Episodic;Cinematic;Funny;Strategy;Action;Point & Click;Visual Novel;Comic Book;Indie;Adventure;Atmospheric";29,99;96,36;175176;171008;Verified;5255280;1884;No
892970;Valheim;2/2/2021;Action;"Open World Survival Craft;Survival;Online Co-Op;Open World;Multiplayer;Building;Crafting;Base Building;Exploration;Co-op;Adventure;Difficult;Mythology;Sandbox;PvE;Third Person;Action;Singleplayer;Early Access;Indie";19,99;93,21;533604;501790;Verified;16008120;26875;No
2239150;Thronefall;11/10/2024;Action;"Tower Defense;Strategy;City Builder;Minimalist;Medieval;Action;Action RTS;Base Building;Building;3D;Isometric;Colorful;Stylized;Fantasy;Auto Battler;Combat;Singleplayer;Indie;Controller;Hack and Slash";12,99;93,99;22938;22076;Verified;688140;406;No
108600;Project Zomboid;8/11/2013;Indie;"Survival;Zombies;Open World;Multiplayer;Open World Survival Craft;Sandbox;Post-apocalyptic;Co-op;Crafting;Building;Indie;Simulation;RPG;Survival Horror;Realistic;Isometric;Singleplayer;2D;Adventure;Early Access";19,99;93,16;449438;422650;Verified;13483140;38348;No
2694490;Path of Exile 2;6/12/2024;Action;"Action RPG;Hack and Slash;RPG;Isometric;Loot;MMORPG;Dark Fantasy;Souls-like;Action;Dungeon Crawler;Adventure;Multiplayer;Online Co-op;Character Customization;Early Access;Inventory Management;Crafting;Dark;Horror;Singleplayer";29,99;72,5;208132;152315;Playable;6243960;21537;No
548430;Deep Rock Galactic;13/5/2020;Action;"Dwarf;Co-op;PvE;FPS;Procedural Generation;Class-Based;Shooter;Exploration;First-Person;Loot;Sci-fi;Action;Space;Atmospheric;Looter Shooter;Combat;Survival;Horror;Dark;Action Rougelike";29,99;96,19;375409;364830;Playable;11262270;15323;No
648800;Raft;20/6/2022;Adventure;"Survival;Multiplayer;Open World Survival Craft;Co-op;Crafting;Open World;Building;Base Building;Online Co-Op;Adventure;Sandbox;First-Person;Singleplayer;Underwater;Simulation;Early Access;Action;Indie;Strategy;Massively Multiplayer";19,99;92,14;371674;346840;Playable;11150220;13607;No
1449850;Yu-Gi-Oh! Master Duel;18/1/2022;Simulation;"Card Game;Free to Play;Strategy;Trading Card Game;Multiplayer;PvP;Anime;Card Battler;Turn-Based Tactics;Simulation;Tactical;Singleplayer;eSports;Dragons;Fantasy;Great Soundtrack;3D;PvE;2D;Deckbuilding";0;71,37;98511;70992;Verified;2955330;22181;No
2536520;Diablo II: Resurrected – Infernal Edition;11/2/2026;Action;"RPG;Action;Action RPG;Hack and Slash;Strategy;Dungeon Crawler;Isometric;Dark Fantasy;Action-Adventure;Loot;Multiplayer;Dark;Singleplayer;Co-op;Online Co-op;Party-Based RPG;Co-op Campaign;Modern;3D;Destruction";39,99;84,94;4836;4250;Verified;145080;3146;No
1295660;Sid Meier's Civilization VII;10/2/2025;Simulation;"Grand Strategy;Historical;Strategy;Military;4X;Simulation;Diplomacy;Multiplayer;City Builder;War;Economy;Turn-Based Tactics;Tactical;Turn-Based Strategy;Singleplayer;Hex Grid;Alternate History;Political Sim;Stylized;PvP";69,99;48,01;54402;26079;Verified;1632060;7972;No
427520;Factorio;14/8/2020;Casual;"Automation;Base Building;Resource Management;Sandbox;Crafting;Strategy;Multiplayer;Survival;Management;Open World;Building;Co-op;2D;Moddable;Singleplayer;Trains;Simulation;Pixel Graphics;City Builder;Indie";35;96,03;233931;227323;Verified;7017930;23944;No
304390;FOR HONOR™;13/2/2017;Action;"Medieval;Swordplay;Action;Multiplayer;Fighting;PvP;Third Person;War;Gore;Co-op;Singleplayer;Online Co-op;Hack and Slash;Realistic;Strategy;Atmospheric;RPG;Fantasy;Story Rich;MOBA";29,99;68,65;161503;111709;Playable;4845090;4777;No
1903340;Clair Obscur: Expedition 33;24/4/2025;Action;"Turn-Based Combat;Story Rich;Fantasy;Great Soundtrack;RPG;Singleplayer;JRPG;Exploration;Lore-Rich;Adventure;Party-Based RPG;Dark Fantasy;Souls-like;Action RPG;3D;Character Customization;Post-apocalyptic;Narration;Action;Indie";49,99;94,36;266569;254348;Verified;7997070;11839;No
2668510;Red Dead Redemption;29/10/2024;Action;"Open World;Western;Story Rich;Singleplayer;Action;Zombies;Action-Adventure;Third-Person Shooter;Atmospheric;Great Soundtrack;Adventure;Shooter;Third Person;3D;Sexual Content;Classic;Narration;Gore;Blood;Nudity";49,99;90,16;19122;17656;Playable;573660;1150;No
216150;MapleStory;9/8/2012;Action;"MMORPG;2D Platformer;Free to Play;Character Customization;Loot;PvE;Side Scroller;Multiplayer;Cute;Anime;Multiple Endings;Co-op;Platformer;Massively Multiplayer;PvP;Third Person;Story Rich;RPG;2D;Casual";0;61,36;15177;9413;Unsupported;455310;9237;No
281990;Stellaris;9/5/2016;Simulation;"Space;Strategy;Grand Strategy;Sci-fi;4X;Exploration;Sandbox;Simulation;Multiplayer;Real-Time with Pause;Singleplayer;Moddable;Management;Diplomacy;Military;Futuristic;Replay Value;Great Soundtrack;Procedural Generation;Atmospheric";49,99;84,05;198193;166340;Playable;5945790;22251;No
1282100;REMNANT II®;25/7/2023;Action;"Souls-like;Co-op;Action;Third-Person Shooter;Adventure;RPG;Shooter;Dark;Online Co-Op;Multiplayer;Action-Adventure;Post-apocalyptic;Third Person;Horror;Combat;PvE;Atmospheric;Singleplayer;Controller;Looter Shooter";49,99;81,35;66753;55070;Unsupported;2002590;2047;No
1304930;The Outlast Trials;5/3/2024;Action;"Horror;Multiplayer;Co-op;Survival Horror;Psychological Horror;First-Person;PvE;Stealth;Character Customization;Action;Survival;Action-Adventure;Dark Humor;Dark;Realistic;Atmospheric;Alternate History;Science;Adventure;Gore";39,99;91,43;102074;94685;Verified;3062220;4935;No
589290;Holdfast: Nations At War;5/3/2020;Action;"Shooter;Multiplayer;FPS;War;Historical;Military;Action;Wargame;World War I;Tactical;Simulation;Combat;Third-Person Shooter;PvP;Naval;Strategy;Memes;First-Person;Third Person;Team-Based";19,99;88,07;28338;25474;Verified;850140;1165;No
255710;Cities: Skylines;10/3/2015;Simulation;"City Builder;Simulation;Building;Management;Strategy;Sandbox;Singleplayer;Economy;Moddable;Resource Management;Mod;Realistic;Replay Value;Casual;Modern;Real-Time with Pause;Family Friendly;Great Soundtrack;Funny;Action";29,99;91,92;288637;268129;Playable;8659110;14346;No
2622380;ELDEN RING NIGHTREIGN;29/5/2025;Action;"Souls-like;Online Co-Op;Multiplayer;Roguelike;Co-op;Singleplayer;PvE;Third Person;Action;Roguelite;Action RPG;Open World;RPG;Dark;3D;Violent;Survival;Lore-Rich;Story Rich;Dating Sim";39,99;81,06;182970;149840;Playable;5489100;39595;No
261550;Mount & Blade II: Bannerlord;25/10/2022;Action;"Medieval;Strategy;Open World;RPG;War;Multiplayer;Sandbox;Singleplayer;Action;Character Customization;Simulation;Moddable;Adventure;Horses;Realistic;Third Person;Historical;First-Person;Great Soundtrack;Early Access";49,99;86,87;289848;254282;Playable;8695440;35286;No
1631270;StarRupture;6/1/2026;Action;"Early Access;Base Building;Survival;Open World Survival Craft;Automation;Open World;Co-op;Multiplayer;Crafting;Exploration;Adventure;Shooter;Simulation;Sandbox;Sci-fi;Colony Sim;Singleplayer;Immersive Sim;Action;Online Co-op;First-Person";19,99;79,06;12227;9889;Playable;366810;3201;No
3920610;FATAL FRAME II: Crimson Butterfly REMAKE;11/3/2026;Action;"Action;Adventure;Female Protagonist;Horror;Survival Horror;Supernatural;Action-Adventure;RPG;Third Person;3D;Lore-Rich;Singleplayer;Story Rich;Thriller;Violent;Gore;3D Platformer;Psychological Horror;Faith;Souls-like";49,99;83,81;3423;2978;Playable;102690;228;No
3097560;Liar's Bar;2/10/2024;Casual;"Multiplayer;Casual;PvP;Online Co-Op;Co-op;Indie;Funny;FPS;3D;First-Person;Tabletop;Dark;Puzzle;Board Game;Strategy;Horror;VR;Gore;Early Access;Simulation";6,99;88,36;55313;49700;Playable;1659390;1007;No
2074920;The First Descendant;30/6/2024;Action;"Free to Play;Sexual Content;Looter Shooter;Multiplayer;Third-Person Shooter;Online Co-Op;RPG;Action;Shooter;Third Person;Action RPG;Character Customization;Singleplayer;Co-op;PvE;Adventure;Sci-fi;Combat;Nudity;Story Rich";0;57,13;110689;63480;Unsupported;3320670;4104;No
2385530;PGA TOUR 2K25;27/2/2025;RPG;"Sports;Golf;Simulation;Realistic;Character Customization;Multiplayer;Third Person;Family Friendly;Singleplayer;Co-op;Online Co-op;RPG;PvP";39,99;67,27;4198;2888;Playable;125940;2252;No
1286830;STAR WARS™: The Old Republic™;21/7/2020;Massively Multiplayer;"Free to Play;MMORPG;Multiplayer;Character Customization;Open World;RPG;Story Rich;Choices Matter;Massively Multiplayer;Sci-fi;Adventure;Space;Action;Third Person;PvP;Atmospheric;Action RPG;Controller;Party-Based RPG;Great Soundtrack";0;88,23;73379;65737;Playable;2201370;9852;No
377160;Fallout 4;9/11/2015;RPG;"Open World;Post-apocalyptic;Singleplayer;Exploration;RPG;Adventure;Atmospheric;Shooter;First-Person;Story Rich;Action;FPS;Sci-fi;Sandbox;Action RPG;Great Soundtrack;Survival;Third Person;Third-Person Shooter;Character Customization";19,99;80,55;424422;344546;Verified;12732660;17231;No
632360;Risk of Rain 2;11/8/2020;Action;"Third-Person Shooter;Action Roguelike;Multiplayer;Co-op;Roguelite;Roguelike;Action;Looter Shooter;Loot;Online Co-Op;Shooter;Great Soundtrack;Difficult;Indie;Third Person;Survival;Singleplayer;Soundtrack;Early Access;Bullet Hell";24,99;92,85;346843;325292;Playable;10405290;7758;No
1599340;Lost Ark;11/2/2022;Action;"MMORPG;Free to Play;Action RPG;Multiplayer;Hack and Slash;Character Customization;RPG;Massively Multiplayer;Sexual Content;Action;PvE;Adventure;Fantasy;PvP;Isometric;Online Co-op;Class-Based;Singleplayer;Violent;Gore";0;69,95;203230;143216;Playable;6096900;8050;No
1285190;Borderlands 4;11/9/2025;Action;"FPS;Looter Shooter;PvE;Open World;Co-op;Loot;Action RPG;First-Person;Action-Adventure;RPG;Multiplayer;Action;Controller;Sci-fi;Online Co-op;Funny;Space;Futuristic;Adventure;LGBTQ+";69,99;58,7;78995;46605;Verified;2369850;5252;No
105600;Terraria;16/5/2011;Action;"Open World Survival Craft;Sandbox;Survival;2D;Multiplayer;Pixel Graphics;Adventure;Crafting;Building;Exploration;Co-op;Open World;Indie;Online Co-op;Action;RPG;Singleplayer;Replay Value;Platformer;Atmospheric";9,99;96,74;1522969;1483249;Verified;45689070;38711;No
949230;Cities: Skylines II;24/10/2023;Simulation;"City Builder;Simulation;Building;Sandbox;Management;Singleplayer;Economy;Strategy;Realistic;Moddable;Resource Management;Relaxion;Transportation;Casual;Atmospheric;Early Access;Open World;Mod;Great Soundtrack;Psychological Horror";49,99;54,14;88411;47984;Unsupported;2652330;17862;No
359870;FINAL FANTASY X/X-2 HD Remaster;12/5/2016;RPG;"JRPG;Turn-Based Combat;Story Rich;RPG;Great Soundtrack;Fantasy;Singleplayer;Classic;Adventure;Turn-Based;Romance;Atmospheric;Female Protagonist;Anime;Linear;Action;Remake;Open World;Puzzle;Sci-fi";29,99;86,66;22642;20049;Playable;679260;1132;No
1971650;OCTOPATH TRAVELER II;24/2/2023;RPG;"RPG;Turn-Based;JRPG;2.5D;Party-Based RPG;Pixel Graphics;Story Rich;Open World;Turn-Based Combat;Choices Matter;Strategy;Cute;Fantasy;Anime;Casual;Magic;Adventure;Atmospheric;Singleplayer;Great Soundtrack";59,99;91,65;16196;15229;Verified;485880;765;No
3599690;Funi Raccoon Game;13/3/2026;Action;"Adventure;Casual;3D Platformer;Platformer;Collectathon;Exploration;2.5D;3D Vision;Abstract;Colorful;Stylized;Atmospheric;Comedy;Dark Comedy;Multiple Endings;Open World;Singleplayer;Indie;Action;Surreal";11,99;93,79;1522;1510;Verified;45660;41;No
2670630;Supermarket Simulator;19/6/2025;Casual;"Simulation;Management;Multiplayer;Economy;Singleplayer;Trading;First-Person;Immersive Sim;Life Sim;Building;Capitalism;Resource Management;3D;Sandbox;Realistic;Casual;Inventory Management;Indie;Early Access;Co-op";19,99;90,75;81935;75501;Playable;2458050;4834;No
286160;Tabletop Simulator;5/6/2015;Casual;"Tabletop;Board Game;Simulation;Multiplayer;Sandbox;Card Game;VR;Trading Card Game;Moddable;Physics;Strategy;3D;Online Co-op;Casual;Wargame;Co-op;RPG;Funny;First-Person;Indie";19,99;92,91;76084;71833;Unsupported;2282520;10750;No
1229490;ULTRAKILL;3/9/2020;Action;"Fast-Paced;FPS;Boomer Shooter;Blood;Character Action Game;Arena Shooter;Spectacle fighter;Great Soundtrack;Singleplayer;Dating Sim;Retro;Shooter;Difficult;First-Person;Action;Robots;Colorful;Score Attack;Early Access;Old School";24,99;96,27;228174;222291;Verified;6845220;7321;No
2661300;Grounded 2;29/7/2025;Action;"Survival;Multiplayer;Adventure;Base Building;Action;Co-op;Open World;Exploration;Crafting;Open World Survival Craft;Early Access;Sandbox;Online Co-op;RPG;Third Person;First-Person;Singleplayer;Horror;Split Screen;Building";29,99;79,23;21111;17051;Verified;633330;3950;No
518790;theHunter: Call of the Wild™;16/2/2017;Adventure;"Hunting;Open World;Multiplayer;Nature;Relaxing;Stealth;FPS;Simulation;Survival;Realistic;Sandbox;Online Co-op;Co-op;First-Person;Walking Simulator;Immersive Sim;Shooter;America;Sports;Controller";19,99;88,09;197309;175770;Unsupported;5919270;4569;No
1313140;Cult of the Lamb;11/8/2022;Action;"Base Building;Action Roguelike;Cute;Singleplayer;Dungeon Crawler;Roguelite;Character Customization;Colony Sim;Dark Humor;Building;2D;Adventure;Action;Faith;Fantasy;Funny;Controller;Colorful;Strategy;Third Person";24,99;94,51;123623;118503;Verified;3708690;3366;No
2651280;Marvel's Spider-Man 2;30/1/2025;Action;"Action;Superhero;Open World;Singleplayer;Adventure;Action-Adventure;Story Rich;Third Person;Comic Book;Stealth;Controller;Political;Great Soundtrack;Atmospheric;LGBTQ+;Exploration;Combat;Multiplayer;Political;Beat 'em up";59,99;80,82;37929;31164;Verified;1137870;2459;No
